cve,severity,reward,bug_tracker_ids,bug_tracker_urls,description,reporter,report_date,release_published,release_post_url,fix_commit_urls,fix_cl_urls,fix_subjects
CVE-2022-4174,High,$15000,1379054,https://issues.chromium.org/issues/1379054,Type Confusion in V8,Zhenghang Xiao (@Kipreyyy),2022-10-27,2022-11-29T14:34:00.005-08:00,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop_29.html,https://chromium.googlesource.com/v8/v8/+/e08fa94bbcc49f3a5c3aa1371986c6365e5a09fb | https://chromium.googlesource.com/v8/v8/+/6127ada1beda0571edd7b833236231980c709c91 | https://chromium.googlesource.com/v8/v8/+/8b35091b2d244c975975e1c78e4cd09cb479b5dc | https://chromium.googlesource.com/chromium/src/+/7d4b08cd9d891d0dbb2cf37050614768e0e0f880 | https://chromium.googlesource.com/v8/v8/+/add0f3e6f30fee2ba62ff39cfb64fb828142dc53 | https://chromium.googlesource.com/chromium/src/+/61ebe2f7fbce525be737486efb0f811cc4835aca,https://chromium-review.googlesource.com/c/v8/v8/+/3988924 | https://chromium-review.googlesource.com/c/v8/v8/+/3990784 | https://chromium-review.googlesource.com/c/v8/v8/+/3990627 | https://chromium-review.googlesource.com/c/chromium/src/+/4022626 | https://chromium-review.googlesource.com/c/v8/v8/+/4020423 | https://chromium-review.googlesource.com/c/chromium/src/+/4082505,"[Promise.any] Fix errors allocation | Revert ""[Promise.any] Fix errors allocation"" | Reland ""[Promise.any] Fix errors allocation"" | Roll v8 10.8 from 36ec48cf2113 to 754c768786f3 (2 revisions) | [M102-LTS] Reland ""[Promise.any] Fix errors allocation"" | Roll v8 10.2 from 9661c82fb04e to 819b6859dee5 (4 revisions)"
CVE-2022-3885,High,$21000,1377816,https://issues.chromium.org/issues/1377816,Use after free in V8,gzobqq@,2022-10-24,2022-11-08T14:29:00.000-08:00,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/f517e518af26b7eac23c9e328b463eb1e8ee3499 | https://chromium.googlesource.com/chromium/src/+/7722232a5bd9a54d9e3f11fbf35a8ab6af7365c0 | https://chromium.googlesource.com/chromium/src/+/2d8beef2433a1eaf369e21d36e125dfa0cc3356d | https://chromium.googlesource.com/chromium/src/+/08a1daf9080b9c25929315261aeb4521b673aae3,https://chromium-review.googlesource.com/c/v8/v8/+/3982115 | https://chromium-review.googlesource.com/c/chromium/src/+/3999605 | https://chromium-review.googlesource.com/c/chromium/src/+/3999683 | https://chromium-review.googlesource.com/c/chromium/src/+/3999023,[wasm] Reload cached instance fields in catch handler | Roll v8 10.7 from 5a8a4a69ac84 to bda5eca04123 (2 revisions) | Roll v8 10.6 from 35a563902756 to 11e619e5ea7a (2 revisions) | Roll v8 10.8 from 207d1fe27dae to 1544f19d5d03 (2 revisions)
CVE-2022-3889,High,$TBD,1380063,https://issues.chromium.org/issues/1380063,Type Confusion in V8,anonymous,2022-11-01,2022-11-08T14:29:00.000-08:00,https://chromereleases.googleblog.com/2022/11/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/64112122374c00a86771b4612d20ca5d88ad5bfb | https://chromium.googlesource.com/v8/v8/+/80ed4b9174774d305739ca216a11ba2e88d61976 | https://chromium.googlesource.com/v8/v8/+/6a84365a1cb5ef94a782391de75ddfd193a3777b | https://chromium.googlesource.com/v8/v8/+/cdecc029214aa217db6777afad41eafd9332f6ff | https://chromium.googlesource.com/chromium/src/+/a5ada0e1d51f67323e00306875863ee5a21302fa | https://chromium.googlesource.com/chromium/src/+/e60740bbe58d51005f73ac9b8dc696ea90d1054b | https://chromium.googlesource.com/chromium/src/+/e80faeb2d04aeb47ac2e95ae69891e71959effc9 | https://chromium.googlesource.com/v8/v8/+/871c6e45db360854ed5dc03bdac6b2df578592b0 | https://chromium.googlesource.com/chromium/src/+/d7d5448f7a115d24b1ab3d326ef22ed54a34e81c | https://chromium.googlesource.com/v8/v8/+/cfd4728fb219f744148c9a93e6ad2c6695ba131d,https://chromium-review.googlesource.com/c/v8/v8/+/3998653 | https://chromium-review.googlesource.com/c/v8/v8/+/4009978 | https://chromium-review.googlesource.com/c/v8/v8/+/4008363 | https://chromium-review.googlesource.com/c/v8/v8/+/4008362 | https://chromium-review.googlesource.com/c/chromium/src/+/4010080 | https://chromium-review.googlesource.com/c/chromium/src/+/4009761 | https://chromium-review.googlesource.com/c/chromium/src/+/4009760 | https://chromium-review.googlesource.com/c/v8/v8/+/4012778 | https://chromium-review.googlesource.com/c/chromium/src/+/4029534 | https://chromium-review.googlesource.com/c/v8/v8/+/4203379,[compiler] Fix mutable heap number object reference leak | Merged: [compiler] Fix mutable heap number object reference leak | Merged: [compiler] Fix mutable heap number object reference leak | Merged: [compiler] Fix mutable heap number object reference leak | Roll v8 10.8 from 06c30486ad31 to 6109d32de9f0 (2 revisions) | Roll v8 10.7 from dda1f2223703 to 0768a17a893b (2 revisions) | Roll v8 10.6 from 231a29a3da6c to b80e2601a901 (2 revisions) | [M102-LTS][compiler] Fix mutable heap number object reference leak | Roll v8 10.2 from e28201f2ea3f to 9661c82fb04e (2 revisions) | [compiler] Consider CheckMaps with migration as side-effecting
CVE-2022-3723,High,$TBD,1378239,https://issues.chromium.org/issues/1378239,Type Confusion in V8,"Jan Vojtěšek, Milánek, and Przemek Gmerek of Avast",2022-10-25,2022-10-27T13:28:00.000-07:00,https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_27.html,https://chromium.googlesource.com/v8/v8/+/db83e72034c0d431ff2f73e3c4ae3130c0f3e4e1,https://chromium-review.googlesource.com/c/v8/v8/+/3981277,[turbofan] do not optimize any stores for field type None
CVE-2022-3652,High,$20000,1369871,https://issues.chromium.org/issues/1369871,Type Confusion in V8,srodulv and ZNMchtss at S.S.L Team,2022-09-30,2022-10-25T11:08:00.003-07:00,https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_25.html,https://chromium.googlesource.com/v8/v8/+/ebe5675360e4735589a92a8836303822da79a8f4 | https://chromium.googlesource.com/chromium/src/+/d0882074ff5dc19a5fb04b4457da8cdf001a02c9 | https://chromium.googlesource.com/chromium/src/+/065e655d11c39d39153946e646db1355933faf63 | https://chromium.googlesource.com/v8/v8/+/719a5e1f3ec7939fef8653aac2f472aa5b614043 | https://chromium.googlesource.com/chromium/src/+/bbb0c57b237bb92fd59521e4d68239a3d9ea7dc7,https://chromium-review.googlesource.com/c/v8/v8/+/3936273 | https://chromium-review.googlesource.com/c/chromium/src/+/3955324 | https://chromium-review.googlesource.com/c/chromium/src/+/3955462 | https://chromium-review.googlesource.com/c/v8/v8/+/3960228 | https://chromium-review.googlesource.com/c/chromium/src/+/3987224,[turbofan] validate more concurrent reads | Roll v8 10.7 from c17b39cb7090 to 28f763b5949d (2 revisions) | Roll v8 10.6 from e87f86d08c48 to 74c2f33b1939 (2 revisions) | [M102-LTS][turbofan] validate more concurrent reads | Roll v8 10.2 from 681b5d72a0b0 to e28201f2ea3f (2 revisions)
CVE-2022-3373,High,$10000,1366399,https://issues.chromium.org/issues/1366399,Out of bounds write in V8,Tibor Klajnscek,2022-09-21,2022-09-30T09:16:00.000-07:00,https://chromereleases.googleblog.com/2022/09/stable-channel-update-for-desktop_30.html,https://chromium.googlesource.com/v8/v8/+/6c214db445827707d65be08d177c9a4257a03a7b | https://chromium.googlesource.com/v8/v8/+/a7fe0ed3d024fd3b647893feb265b2020081113a | https://chromium.googlesource.com/v8/v8/+/fefd49629888dd67cbb041b4f4f821440bc44127,https://chromium-review.googlesource.com/c/v8/v8/+/3913126 | https://chromium-review.googlesource.com/c/v8/v8/+/3916639 | https://chromium-review.googlesource.com/c/v8/v8/+/4677166,[wasm][liftoff] Fix a register reuse corner case | [M102-LTS][wasm][liftoff] Fix a register reuse corner case | [wasm][test] Regression test for crbug.com/1366399
CVE-2022-3045,High,$TBD,1339648,https://issues.chromium.org/issues/1339648,Insufficient validation of untrusted input in V8,Ben Noordhuis <info@bnoordhuis.nl>,2022-06-26,2022-08-30T11:08:00.003-07:00,https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_30.html,https://chromium.googlesource.com/v8/v8/+/3483b970eb1c35f96b2b605cfaf6ca25dc9b6ab9 | https://chromium.googlesource.com/chromium/src/+/09653b810475ebe140cf4b77a2fc80be74f74bc4 | https://chromium.googlesource.com/v8/v8/+/c0a5a7d5006ddde7375fd46c1b50d3144d7c6339 | https://chromium.googlesource.com/chromium/src/+/ec1b5d722809572e66c5756e2d98db6736b3db0d,https://chromium-review.googlesource.com/c/v8/v8/+/3735162 | https://chromium-review.googlesource.com/c/chromium/src/+/3855106 | https://chromium-review.googlesource.com/c/v8/v8/+/3859324 | https://chromium-review.googlesource.com/c/chromium/src/+/3867123,[rab/gsab] Fix flag mismatch in serialized data | Roll v8 10.4 from 50d767cfc521 to b785d143390d (2 revisions) | [M102-LTS][rab/gsab] Fix flag mismatch in serialized data | Roll v8 10.2 from 5436028444db to ede1022bcf27 (2 revisions)
CVE-2022-2295,High,$7500,1336869,https://issues.chromium.org/issues/1336869,Type Confusion in V8,avaue and Buff3tts at S.S.L.,2022-06-16,2022-07-04T12:30:00.003-07:00,https://chromereleases.googleblog.com/2022/07/chrome-for-android-update.html,https://chromium.googlesource.com/v8/v8/+/6048f754931e0971cab58fb0de785482d175175b | https://chromium.googlesource.com/v8/v8/+/6d3075a34fd3ef5ec6e6bd2e87b42c68a6935745,https://chromium-review.googlesource.com/c/v8/v8/+/3707277 | https://chromium-review.googlesource.com/c/v8/v8/+/3726007,[compiler] make CanCover() transitive | [M96-LTS][compiler] make CanCover() transitive
CVE-2022-2158,High,$7500,1321078,https://issues.chromium.org/issues/1321078,Type Confusion in V8,Bohan Liu (@P4nda20371774) of Tencent Security Xuanwu Lab,2022-04-29,2022-06-21T12:27:00.006-07:00,https://chromereleases.googleblog.com/2022/06/stable-channel-update-for-desktop_21.html,https://chromium.googlesource.com/v8/v8/+/dd3289d7945dac855d1287cf4ea248883e908d54 | https://chromium.googlesource.com/v8/v8/+/3ada103ce62952983a667852b3cee56955acec1d | https://chromium.googlesource.com/v8/v8/+/f07854e77ea7c59cfb4305df8e529b6ef5520cf5 | https://chromium.googlesource.com/v8/v8/+/44c4e56fea2cd45b5478e5671c84d91a70f0b6f0,https://chromium-review.googlesource.com/c/v8/v8/+/3620836 | https://chromium-review.googlesource.com/c/v8/v8/+/3654954 | https://chromium-review.googlesource.com/c/v8/v8/+/3676863 | https://chromium-review.googlesource.com/c/v8/v8/+/3695262,[weakrefs] Set unregister_token to undefined when unregistering | Merged: [weakrefs] Set unregister_token to undefined when unregistering | [M96-LTS][weakrefs] Set unregister_token to undefined when unregistering | Merged: [weakrefs] Set unregister_token to undefined when unregistering
CVE-2022-1869,Medium,$NA,1309467,https://issues.chromium.org/issues/1309467,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2022-03-23,2022-05-24T12:01:00.001-07:00,https://chromereleases.googleblog.com/2022/05/stable-channel-update-for-desktop_24.html,https://chromium.googlesource.com/v8/v8/+/185d6116ae7d7771c590f38be8b08530f979d226 | https://chromium.googlesource.com/v8/v8/+/f3f47a9fef0e5f8c49bb7292327a1de84f33f64c,https://chromium-review.googlesource.com/c/v8/v8/+/3550588 | https://chromium-review.googlesource.com/c/v8/v8/+/3745365,[super IC] Fix API getter related bugs and re-enable super IC | [super IC] Add tests for a security bug
CVE-2022-1638,High,$TBD,1316946,https://issues.chromium.org/issues/1316946,Heap buffer overflow in V8 Internationalization,"DoHyun Lee (@l33d0hyun) of DNSLab, Korea University",2022-04-17,2022-05-10T11:51:00.000-07:00,https://chromereleases.googleblog.com/2022/05/stable-channel-update-for-desktop_10.html,https://chromium.googlesource.com/chromium/src/+/761498bd132c3defe0482b752bc2058ce6141d0f | https://chromium.googlesource.com/chromium/src/+/0689fa8aa71ec6950d4c4eeb913c475e2794640c | https://chromium.googlesource.com/chromium/src/+/0f880cb979c3b789d15ceea31c68056f86fcb279 | https://chromium.googlesource.com/chromium/src/+/4d51399b74c279b84399dfb0bdae35e4e407f276 | https://chromium.googlesource.com/chromium/src/+/fed7af680c379168fee93f697aef34146c427385,https://chromium-review.googlesource.com/c/chromium/src/+/3617386 | https://chromium-review.googlesource.com/c/chromium/src/+/3630968 | https://chromium-review.googlesource.com/c/chromium/src/+/3630969 | https://chromium-review.googlesource.com/c/chromium/src/+/3632597 | https://chromium-review.googlesource.com/c/chromium/src/+/3653876,Roll ICU to fix 3 bugs in ICU 71-1 | [m100] Roll ICU to CP 2070 to fix int32 overflow | [m102] Roll ICU to CP 2070 to fix int32 overflow | [m101] Roll ICU to CP 2070 to fix int32 overflow | [M96-LTS] Roll ICU to CP 2070 to fix int32 overflow
CVE-2022-1486,Medium,$7500,1314616,https://issues.chromium.org/issues/1314616,Type Confusion in V8,Brendon Tiszka,2022-04-08,2022-04-26T13:04:00.004-07:00,https://chromereleases.googleblog.com/2022/04/stable-channel-update-for-desktop_26.html,https://chromium.googlesource.com/v8/v8/+/f473f10ef33955096eb40a1720d7100d1c1aab7e | https://chromium.googlesource.com/v8/v8/+/68e6ce795ed34d6e8d41083257dc4c3e7fc22fa3 | https://chromium.googlesource.com/v8/v8/+/46b08e67752333b9b78d94ab57b80f3a7668620c | https://chromium.googlesource.com/v8/v8/+/90c0e214ffd67f5de865820a96b542130ba6ce12 | https://chromium.googlesource.com/v8/v8/+/3c7f274770e90b766ed554a6ca599e70341c9735,https://chromium-review.googlesource.com/c/v8/v8/+/3582382 | https://chromium-review.googlesource.com/c/v8/v8/+/3593112 | https://chromium-review.googlesource.com/c/v8/v8/+/3593132 | https://chromium-review.googlesource.com/c/v8/v8/+/3593865 | https://chromium-review.googlesource.com/c/v8/v8/+/3794525,[wasm] Refine installation of the WebAssembly.Tag constructor | Merged: [wasm] Refine installation of the WebAssembly.Tag constructor | Merged: [wasm] Refine installation of the WebAssembly.Tag constructor | [M96-LTS][wasm] Refine installation of the WebAssembly.Tag constructor | [runtime] Add runtime checks for name collisions
CVE-2022-1364,High,$NA,1315901,https://issues.chromium.org/issues/1315901,Type Confusion in V8,Clément Lecigne of Google's Threat Analysis Group,2022-04-13,2022-04-14T17:00:00.001-07:00,https://chromereleases.googleblog.com/2022/04/chrome-for-android-update_01436352408.html,https://chromium.googlesource.com/v8/v8/+/8081a5ffa7ebdb0e5b35cf63aa0490ad3578b940 | https://chromium.googlesource.com/v8/v8/+/1da81b4637cdb4d16bb7c13c5160a4e57debfe9c | https://chromium.googlesource.com/v8/v8/+/b32605ee8d5137024d335e0fa2a5c0a2529f7881 | https://chromium.googlesource.com/v8/v8/+/b2d3ef69ef992d2dc2f1733e3c17c361357516dd | https://chromium.googlesource.com/v8/v8/+/66c8de2cdac10cad9e622ecededda411b44ac5b3 | https://chromium.googlesource.com/v8/v8/+/add8811019a1f2015c4214c20df8e6e8d4a864bb | https://chromium.googlesource.com/v8/v8/+/17da9e70833014e0a2646db5c11588f0aee02de7 | https://chromium.googlesource.com/v8/v8/+/104c57e51e909df772eb064dd3098ae41ecb8bbf | https://chromium.googlesource.com/v8/v8/+/8ea66a7833e20844d70f946105d32e5c4384d8e5 | https://chromium.googlesource.com/v8/v8/+/203af1ba6b7bb000f979eb1d38fd950af8247fe8 | https://chromium.googlesource.com/chromium/src/+/ac1ef1a1ff9099bb1fde1aa2cc9613f6fcec8101 | https://chromium.googlesource.com/chromium/src/+/d6df80c470aea2127368ad2d4e047a4a197b5619,https://chromium-review.googlesource.com/c/v8/v8/+/3584117 | https://chromium-review.googlesource.com/c/v8/v8/+/3585782 | https://chromium-review.googlesource.com/c/v8/v8/+/3585948 | https://chromium-review.googlesource.com/c/v8/v8/+/3584531 | https://chromium-review.googlesource.com/c/v8/v8/+/3593783 | https://chromium-review.googlesource.com/c/v8/v8/+/3726299 | https://chromium-review.googlesource.com/c/v8/v8/+/3732939 | https://chromium-review.googlesource.com/c/v8/v8/+/3755142 | https://chromium-review.googlesource.com/c/v8/v8/+/3755103 | https://chromium-review.googlesource.com/c/v8/v8/+/3755102 | https://chromium-review.googlesource.com/c/chromium/src/+/3755581 | https://chromium-review.googlesource.com/c/chromium/src/+/3753434,"[compiler] mark receiver and function as escaping | [compiler] mark receiver and function as escaping | [compiler] mark receiver and function as escaping, expanded to continuation frames | [M96-LTS][compiler] mark receiver and function as escaping | Harden Map.prototype.delete and related methods | [compiler] improve escape analysis for receivers and closures | [compiler] fix FrameState revisit bug in escape analysis | Merged: [compiler] fix FrameState revisit bug in escape analysis | Merged: [compiler] fix FrameState revisit bug in escape analysis | Merged: [compiler] fix FrameState revisit bug in escape analysis | Roll v8 10.4 from f19d0a673665 to 069429ea4663 (2 revisions) | Roll v8 10.3 from 9612bf8fb900 to 9abdc4cc595e (2 revisions)"
CVE-2022-1314,Medium,$TBD,1304658,https://issues.chromium.org/issues/1304658,Type Confusion in V8,Bohan Liu (@P4nda20371774) and exp-sky of Tencent Security Xuanwu Lab,2022-03-09,2022-04-11T12:00:00.005-07:00,https://chromereleases.googleblog.com/2022/04/stable-channel-update-for-desktop_11.html,https://chromium.googlesource.com/v8/v8/+/bbea5909c797dec7c620b9fee43d80a1420c2e08 | https://chromium.googlesource.com/v8/v8/+/90c861ffe7fd4805959867975e5855a61c0bc341 | https://chromium.googlesource.com/v8/v8/+/9a98f23bcabbf09525037b66a4e9202655197dc0 | https://chromium.googlesource.com/v8/v8/+/2004594a46c8a2766de63d850d15fcf5efe82dc9 | https://chromium.googlesource.com/chromium/src/+/a983e9f6030cd7696f01a0d97ee22a230d636305,https://chromium-review.googlesource.com/c/v8/v8/+/3532263 | https://chromium-review.googlesource.com/c/v8/v8/+/3540140 | https://chromium-review.googlesource.com/c/v8/v8/+/3540120 | https://chromium-review.googlesource.com/c/v8/v8/+/3541919 | https://chromium-review.googlesource.com/c/chromium/src/+/5556416,[turbofan] Fix NumberConstant used with Word32 rep in ISel | Merged: [turbofan] Fix NumberConstant used with Word32 rep in ISel | Merged: [turbofan] Fix NumberConstant used with Word32 rep in ISel | [M96-LTS][turbofan] Fix NumberConstant used with Word32 rep in ISel | Add print only background-image test
CVE-2022-1232,High,$NA,1311641,https://issues.chromium.org/issues/1311641,Type Confusion in V8,Sergei Glazunov of Google Project Zero,2022-03-30,2022-04-04T12:55:00.001-07:00,https://chromereleases.googleblog.com/2022/04/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/c4e66b89b4ecd0e90b31e9e4ed08d38085a84c49 | https://chromium.googlesource.com/v8/v8/+/9c9c8cc00c3f8e2531c532a4b37d178a477bbc5d | https://chromium.googlesource.com/v8/v8/+/f599381978f2f9463afdb154146ad210e89dad0a | https://chromium.googlesource.com/v8/v8/+/3c7f274770e90b766ed554a6ca599e70341c9735,https://chromium-review.googlesource.com/c/v8/v8/+/3562979 | https://chromium-review.googlesource.com/c/v8/v8/+/3565845 | https://chromium-review.googlesource.com/c/v8/v8/+/3568921 | https://chromium-review.googlesource.com/c/v8/v8/+/3794525,"[runtime] Fix handling of interceptors, pt.3 | [runtime] Fix handling of interceptors, pt.3 | [M96-LTS][runtime] Fix handling of interceptors, pt.3 | [runtime] Add runtime checks for name collisions"
CVE-2022-1134,High,$TBD,1308360,https://issues.chromium.org/issues/1308360,Type Confusion in V8,Man Yue Mo of GitHub Security Lab,2022-03-21,2022-03-29T11:25:00.005-07:00,https://chromereleases.googleblog.com/2022/03/stable-channel-update-for-desktop_29.html,https://chromium.googlesource.com/v8/v8/+/9c3d4b3556b2797fa9d9f4bee915e8502608312f | https://chromium.googlesource.com/v8/v8/+/96c5daaea685c72abbc20b8083f6e40c87cabccd | https://chromium.googlesource.com/v8/v8/+/c6b68cbfbd49a24bd9d343d718132125370da729 | https://chromium.googlesource.com/v8/v8/+/464987b1183c54d8c7039ffe8a8c464c69e43912 | https://chromium.googlesource.com/v8/v8/+/32fe54204859f8d04e55c62718ed776a35dc14aa | https://chromium.googlesource.com/v8/v8/+/185d6116ae7d7771c590f38be8b08530f979d226 | https://chromium.googlesource.com/v8/v8/+/f546ac11eec75a5f3db797a844a5b8e2322f345f | https://chromium.googlesource.com/v8/v8/+/f3f47a9fef0e5f8c49bb7292327a1de84f33f64c,https://chromium-review.googlesource.com/c/v8/v8/+/3545172 | https://chromium-review.googlesource.com/c/v8/v8/+/3548896 | https://chromium-review.googlesource.com/c/v8/v8/+/3548899 | https://chromium-review.googlesource.com/c/v8/v8/+/3550658 | https://chromium-review.googlesource.com/c/v8/v8/+/3550584 | https://chromium-review.googlesource.com/c/v8/v8/+/3550588 | https://chromium-review.googlesource.com/c/v8/v8/+/3553109 | https://chromium-review.googlesource.com/c/v8/v8/+/3745365,"[super IC] Fix receiver vs lookup start object confusion | Revert ""[super IC] Fix receiver vs lookup start object confusion"" | [super IC] Turn off super ICs | [super IC] Turn off super ICs | Merged: [super IC] Turn off super ICs | [super IC] Fix API getter related bugs and re-enable super IC | [M96-LTS][super IC] Turn off super ICs | [super IC] Add tests for a security bug"
CVE-2022-1096,High,$TBD,1309225,https://issues.chromium.org/issues/1309225,Type Confusion in V8,anonymous,2022-03-23,2022-03-25T11:27:00.000-07:00,https://chromereleases.googleblog.com/2022/03/stable-channel-update-for-desktop_25.html,https://chromium.googlesource.com/v8/v8/+/0981e91a4f8692af337e2588562ad1504f4bffdc | https://chromium.googlesource.com/v8/v8/+/bacf506f6f7a187c7b08468fb559e4d6007d2a96 | https://chromium.googlesource.com/v8/v8/+/f39f3c4fe999e9b23b340862b8db215e6518252a | https://chromium.googlesource.com/v8/v8/+/8cfc3bfdcd22070664417dcb2de091bff55833e7 | https://chromium.googlesource.com/v8/v8/+/816573b76818db032f7f2091006bc8973a8b22b8 | https://chromium.googlesource.com/v8/v8/+/f2f44331a14004af99f6508d2aed029b2b48cb3f | https://chromium.googlesource.com/v8/v8/+/26b7ad6967b1d192ffffafb91e8f42e74aa40e55 | https://chromium.googlesource.com/v8/v8/+/a2cae2180a7a6d64ccdede44d730c9fbba690fb7 | https://chromium.googlesource.com/v8/v8/+/3c7f274770e90b766ed554a6ca599e70341c9735,https://chromium-review.googlesource.com/c/v8/v8/+/3548458 | https://chromium-review.googlesource.com/c/v8/v8/+/3549845 | https://chromium-review.googlesource.com/c/v8/v8/+/3549846 | https://chromium-review.googlesource.com/c/v8/v8/+/3550257 | https://chromium-review.googlesource.com/c/v8/v8/+/3550259 | https://chromium-review.googlesource.com/c/v8/v8/+/3550258 | https://chromium-review.googlesource.com/c/v8/v8/+/3550263 | https://chromium-review.googlesource.com/c/v8/v8/+/3553099 | https://chromium-review.googlesource.com/c/v8/v8/+/3794525,"[runtime] Fix handling of interceptors | [runtime] Fix handling of interceptors | [runtime] Fix handling of interceptors | Merged: [runtime] Fix handling of interceptors | Merged: [runtime] Fix handling of interceptors | Merged: [runtime] Fix handling of interceptors | [M96-LTS][runtime] Fix handling of interceptors | [runtime] Fix handling of interceptors, pt.2 | [runtime] Add runtime checks for name collisions"
CVE-2022-0457,High,$5000,1274445,https://issues.chromium.org/issues/1274445,Type Confusion in V8,rax of the Group0x58,2021-11-29,2022-02-01T14:43:00.006-08:00,https://chromereleases.googleblog.com/2022/02/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/4b8d04897cba70cac45eea33d78fa2354dfe2bd7 | https://chromium.googlesource.com/v8/v8/+/27bc67f761e613adf5143cb2de3d86685b1f2519,https://chromium-review.googlesource.com/c/v8/v8/+/3379819 | https://chromium-review.googlesource.com/c/v8/v8/+/3406537,[maps] Lock map_updater_access in CompleteInobjectSlackTracking | Merged: [maps] Lock map_updater_access in CompleteInobjectSlackTracking
CVE-2022-0470,Low,$TBD,1269225,https://issues.chromium.org/issues/1269225,Out of bounds memory access in V8,Looben Yang,2021-11-11,2022-02-01T14:43:00.006-08:00,https://chromereleases.googleblog.com/2022/02/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/79f617b009c4d8128413a07abed7f0fbe5b65308,https://chromium-review.googlesource.com/c/v8/v8/+/3279680,[runtime][api] Fix tracking of entered contexts
CVE-2022-0102,High,$TBD,1260129,https://issues.chromium.org/issues/1260129,Type Confusion in V8,Brendon Tiszka,2021-10-14,2022-01-04T13:23:00.002-08:00,https://chromereleases.googleblog.com/2022/01/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/a1427aad7cefbe952c9db37a4a46d9b0af672943,https://chromium-review.googlesource.com/c/v8/v8/+/3226779,Assert that we never copy properties from an object itself
CVE-2021-4102,High,$TBD,1278387,https://issues.chromium.org/issues/1278387,Use after free in V8,Anonymous,2021-12-09,2021-12-13T12:08:00.000-08:00,https://chromereleases.googleblog.com/2021/12/stable-channel-update-for-desktop_13.html,https://chromium.googlesource.com/v8/v8/+/4fae8b16802a416fe3aab0e7792fabe96cf1ecd8 | https://chromium.googlesource.com/v8/v8/+/51af8170aa83307f898343de499f6fe29e67ce2e | https://chromium.googlesource.com/v8/v8/+/1ec6d747227a365ddbda0228520603e44fa195c2 | https://chromium.googlesource.com/v8/v8/+/bc50756657604eafac3262283a00284081eed5fb | https://chromium.googlesource.com/v8/v8/+/f4f11c23ae2eaf9bb4525d0fac7ab842de9b0fe2 | https://chromium.googlesource.com/v8/v8/+/418c276ef228163080a4aed7ea0f4bab3aeeb8a0,https://chromium-review.googlesource.com/c/v8/v8/+/3329790 | https://chromium-review.googlesource.com/c/v8/v8/+/3329794 | https://chromium-review.googlesource.com/c/v8/v8/+/3331183 | https://chromium-review.googlesource.com/c/v8/v8/+/3329666 | https://chromium-review.googlesource.com/c/v8/v8/+/3329665 | https://chromium-review.googlesource.com/c/v8/v8/+/3335759,[compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned | Merge: [compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned | Merged: [compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned | Merged: [compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned | Merged: [compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned | Merged: [compiler] Don't elide ChangeTaggedToInt32->ChangeInt31ToTaggedSigned
CVE-2021-4078,High,$5000,1268738,https://issues.chromium.org/issues/1268738,Type confusion in V8,Nan Wang(@eternalsakura13) and Guang Gong of 360 Alpha Lab,2021-11-09,2021-12-06T13:43:00.004-08:00,https://chromereleases.googleblog.com/2021/12/stable-channel-update-for-desktop.html,https://chromium.googlesource.com/v8/v8/+/9b5f39855448c9dc283832063c4e9e1c4dd07246 | https://chromium.googlesource.com/v8/v8/+/6ffcdddbc2d9109dfab0caf7e3e428728e830090 | https://chromium.googlesource.com/v8/v8/+/85ab0ad7789a7188b4c0b2be3cd3d758134c7de6 | https://chromium.googlesource.com/v8/v8/+/1da4b373a72137fb386927c0e4984520d46b0448,https://chromium-review.googlesource.com/c/v8/v8/+/3283077 | https://chromium-review.googlesource.com/c/v8/v8/+/3284886 | https://chromium-review.googlesource.com/c/v8/v8/+/3289146 | https://chromium-review.googlesource.com/c/v8/v8/+/3644965,"[runtime] Reset clobbered argument in DefineClass | Revert ""[runtime] Reset clobbered argument in DefineClass"" | Reland ""[runtime] Reset clobbered argument in DefineClass"" | Replace more args.set_at usages with ChangeValueScope"
